business_id,checkin_count
DHUAQ4pzH9KKzGZDm1jZLg,962
jLTJw1Gm9Q9KG-iS2PWkpA,58
GKCX2DlxkbwY2DUu44u4rA,304
DqcD3YflYhArFsC4KVUnOw,839
IkMwuS3eViVHK09npuG1jQ,43
yYMTMtguT90BfMJVxasFuw,349
EQD9Ii9UOFnd8lorP5IsEw,153
gWlasTc2Af0VV24mCR1tWg,355
Kn23LDd740SBVJ7mum0fwg,1126
We16v_WgJei5cedG50OLTQ,8
ypfFfR3-PbtoslIhohNstw,1743
sQT0FtN5tpsS3TxBd2FFRw,48
VrGI7_nRjXpn0415S3coGQ,3452
Me5FHm24cY34eDD2P0QmUw,44
YeCZ17qKPRHg_UUBoZ8CEQ,0
o3Re9LeqDZvVURFUGndwEg,3
EdY6q0CO2mlATpoTFkvHAw,704
A0X1baHPgw9IiBRivu0G9g,2757
0IbboCQAEQlROAv5PKKO_Q,19
ydtCK4_pL7LRr85RDow3mg,11
GtrKMt4SFqh7eBl2CKeOIQ,1
m5niZy68d2gTtVWz89elfA,769
5xX1Eb4fBoUr53OJkgRHRQ,30
D9z7LXFn88Fp4nt4ovO1KA,82
9M0cQtHWkLNhGxPYt1qakA,49
eZsvH0PfIlFn-qL486Bj3g,81
GjbF1ZEbIpC2KqUbZ7KQWQ,79
grf5Gmn_GAh8ImHTi3HLPg,142
JIfSollg32ifUzTw2K4PDQ,451
XUXczemir5J6L72pd2LLTQ,24
L_gl5gnEMxvADScorL-2Hw,491
31mm5EtlmT4557BTYAFOrA,18
DgCAM01n2Qo5DsoKj_zkug,14
Ehy-uoyjrL_w_tWdf8cwWA,5
tNP02RaH2XAMs91fj8d-og,318
03icrim6SfEQJlejDMbzsA,654
30TxDt2V8G7FWXsKaEKA9A,91
MIVw2q74xy140VpbR8jBWg,78
k1PkpDm5d5pYJI1K_3UYpw,296
QSM3w1AAdFDQXGE26vNsZA,95
3uC7Lbc3RgUDTWQlBu4PqQ,225
UCpUOtvqR-NBWBNVMzJleA,4318
IRH3mIW2q6J2CR5EoCQ5iA,19
ow_E3Eni1CuRgSAto0RlNA,100
7tqDSf2wJ1BrLDSfhhJitA,21
zAhv5Pg3vUB_kzdCj0KtDg,99
C5azlhXSTOlqVAM3nl95nw,209
5zpAZqSrsdltaduk67jOow,164
Vg1C_1eqwIwkZLIXGMTW3g,2040
QcdKTLeP3J5Ki-fVcPZkfA,237
Ea3BblvC4zzagYI_1cNumA,335
p7Y09Xv3wDUyROO00UhzNQ,15
dxeu5YQIzw0jOp1cSVkimg,5880
BuHbMNbCQzzYi-3Y5w1c4Q,801
YyANO0qR2zE0YILChhz2Pg,8
0zoXYHq82haayMaV952jEQ,3755
gTw6PENNGl68ZPUpYWP50A,6657
CVECSCW-7zDzjpIPxsew4g,357
6jh0A5KphylHbE5VMJ8zIA,6
i7VXx6AGmXtujc0kC1mUrw,0
qIF_4ChsmJkCvqVQv_qi-g,41
94mQ3aJ2xjP6W-CV1j8cXg,76
Fmij544FE1iOruoxI41kew,64
5K5Fppbmvsw9znotxVOXng,40
QpOAv584eb-ecG4TLEm95g,438
ytk8XVFegCSdSBXLDZutpw,1461
7UtqNjjd9D6oU7UcT2nxig,353
7kO8bObVGFa-T3mj6PVYsg,16
RJ5UZBzWm67j0h6cxV80kQ,12
nPBG-UbMHDMdcnW-HncZNA,514
qov0ZyFFLCIKM-9ewBqPjw,132
J73YHN9LgV7FNYRn7n2NjQ,21
mrjhrTycW0iLumjMZCfrzw,76
cfggUk66F01Av4YWZJXcnA,652
XN9Ws-v919pcmPDAUGjiKw,171
3ajqOW9A7VhResA08I7RTg,2295
R1L4iwkNPwizkJXFIPMxig,467
RGWk5ceg1yyc-zsuIzHMDA,0
Rd6f8vuyYgcfg-RPh6GXHw,46
HVFKw_1abKVGYscxYKlKYA,378
u9a_nThKXoF3X5E3xWgnAA,18
P69Y9eN-tjTU425-1k1smw,15
dqtWVr1WlaQcmPPCrmZH3w,77
okSpbU86tbKULQtz3vT-Bw,53
A6rPIkIzxIeriuI4FFwxnw,155
nl2nsBi9U3sW1R34nF0s0Q,168
6r8YOdxoNYfkEfqxl-nO1A,37
x7kEMeQ25jBQtm_ID-BPBA,23
yZnEwqTGpkrj_mga5zeZmQ,158
SzzrUeJGnl_LQAJXMK8wQw,1480
H8FovVGJV9Uut-BYFPeOCg,43
Akl6WDSUwYQ3zanxczLNSg,903
uhb7nSskHRm5RFbGkGlGwQ,508
NTtLuuBKpywlyIz6oyd9kg,569
Vx-90GpAcH3OAnLmyDHlIQ,97
-uRn5Hf1uo4vf3UTtOvIfA,127
yN-RPaFZfUPtAVxoWtYuNg,88
4tiFtmGNFcvKRSPXPVT8Hw,962
jBh399TajGcH28Zo2J1pHw,1824
Trbt0Ex85yvwT8DHoEFCvg,1365
VsnsZkqEG_gg6Gsg7NdDhA,76
StNAnvyhVISULAFmO_Ke1Q,1085
ZBPwZv0QFWF9QGyR7LbIsA,558
5tTKSogU3fWO7TlnYrffbA,144
RO1h2JPbvp0QeqSHDJbeKw,105
XBIaV-NJ-OxyAd_rsiBr2A,29
cIWlTjt5HlWQ02mUZIz3Ng,42
rhyYT6qtMVxXcj9QKLiYpg,278
D7BsSthpHkUjyIlJHX9v6g,15
EaYGALPvXkv1_Kk5ZLpTgg,15
WDYE-OCXNgKyXGNuBjMgEw,601
2O_b-IAAW7SoPt__RX1Kww,121
7IkSGKKiWhfkXQBCT8EOgA,658
-wCtRhzWJ40Z4F8mmg7kWg,899
KWxTv7S3cWaMhv3QiW5C2g,23
6QUuDlLjNDQWFCbJ9--jsQ,522
HJdcjuoTcaf3aBPBxYPc5g,31
INzLc1Y0JNQzIHjPH2Nbeg,313
CftugKq9LBGGbYbzGWN5Qg,21
qymbG4V5vC01eLF6LOZPQQ,2
sghGLUOAC_WGEWmv-mZReQ,5
kiU9C58n7dgygdrpjOQXMQ,251
XiVHxG2nUSp_bn4dBbs4Cg,0
e7byM17cm_J9ulGHD7Fbdw,76
m-POjqRtpWBcICTo2S5tfQ,55
DeI4KqEeWy0cTdh7Wy5_RA,419
QCe_OTC_9Vf5-oQuflQH7Q,321
W1Yr6c2XDx_RBjb6WsV-aQ,735
dPxZI9lrKTl5dvFfnb1_Ig,306
cOJ1uIVIHCiefUyWG2wDfw,1828
YBNmWKk0c_yMGGv24gCrXQ,131
JgkfjCL1NfMBC_M_hax_3Q,533
diY31IEunbV8MfDh81FS1A,1871
Piw03nxAXZF86UYaVrDn1g,17
mDR12Hafvr84ctpsV6YLag,3954
NoSj3hV8Rlz_gUsOL4_EjQ,111
0G1y7uV7w1D2uziS4Lt_Dw,549
TrGBHqHVzJM5tk2C1D1ctQ,1156
T00dMi_gQdyQkE9GKJFVSQ,231
zt9RLUIU32fZYOBh2L0NNQ,130
-BmqghX1sv7sgsxOIS2yAg,454
bWKvYA16me11_2Ws2sLRww,10
TmAbrQoXslJsReCqLfwnXA,194
uRhytgGI6IcMQRZ7wi-XrA,23
Igqp27BP7cm9vUu_WB0gRA,40
JQLi-Ow9pg391iMzw5LSwg,964
9kCG5bJ3fT7gR29Gw1suiQ,10
rFs8owHtutwwlqpU9pPIsQ,12
jJZwQj3Pwv1OMZ8bQpKxnw,56
2nEhcvxBZk2W4x_fi0cYxw,62
6Tq13q3Ib17gSgP0zki3EA,25
3QQdF1RT43sVq2YxeE_iHw,14
IFvBnwcWJ54BgMzVnCxIrQ,144
5shgJB7a-2_gdnzc0gsOtg,4382
o_PJyAnngdzxpC5WDyqtyA,4
Yo8NIJEtc8UEbPd38L35ow,9
16tWXenJ1wTqugXJU7yiZg,2508
bXvr9e0_TQ83RI3nZwDdsg,205
in0ZHvYxzW479icf6-o5Og,27
DBc9PoMFQW2Vn8Xtrb9TmQ,1
hx-oJMNnweYqE5ybU8aiSg,95
bPKT1uKJ20bd7BlqklMR4Q,0
Ej_5JlAQ2He6NBu_PSygGA,68
2WiMyg8-DoXQ8_R5qFc2iQ,151
N3WQPXoVeCuzqyPIvWIX5Q,82
S_PEroRv40j1In11gNH2LQ,683
KJ6DuC0Jve9hAtzM2SGNOQ,66
VbrGaAmb4CJOL5oLsj2VsA,8
hMh9XOwNQcu31NAOCqhAEw,116
ZDx54hHdiULbtD15JAy2fg,77
YNHvFEvp9VDNwX5VhRanYQ,2662
zpXTbidP23E8Yaxyh8c4HA,28
jtQARsP6P-LbkyjbO1qNGg,151
3Qe4M3JNs7yIRXP13g-NYA,208
mlNHAQR3UhowDDYdJF5w9w,0
ZtyRPhyI6eaRP69XBLrDgg,8
rFP41LryXOyizCuMPjjw1A,84
hubbaEcYPYEZu5Ziz6i0lw,244
yLiaMaJFq03JxXPk4puloQ,431
NfM1YE-FJCToO1LB36T6lQ,1315
9hNuOUywLPHdSbAXtQ9DhQ,15
CR2DMfg3uP02PKT_fuygIw,196
Oto60yDwk1z72WmfWEYrjg,550
B4zX3o9Qehq-cibq05FTcA,303
DiCfRiL3WX-vwkK85qrIjw,179
noZNxJF_q9V3Iox5qG2bVA,58
7wMCJ9NqL9eBEX4WdJWuIA,403
O7D3kO1YMq3xfQG4sasZcA,53
meMEbONCUMmY6MiamrcufA,3
Gk_KLfwb0GMgKDrP8_0kqg,114
M5Ft2YKkh9fFjyUNmAeRGA,74
duw-3Aj7gAKbQG-isS5UtQ,1305
G9h56Qy5DudCqKBmbPWyzQ,199
Gmkfors9fSxUKcJKSX0BRQ,61
Qy_tDaVTWlS14fEglzo1Tg,2328
inkeT1aob-iZWbj3o_UQCA,10
t7pWS0oxwjoZpT-fwQQCiA,3
MMvrkQsrZJviAz2sLd_voQ,72
alFchsneD8P49cy7aL_TMA,2
DIxgItsSI9QwX9H8lVptYg,70
5XORYO9raiXVZSGGPvjSmA,217
vtBtIV_23V95SwIDvj_OyA,69
8oSNaQnLGfbFC0uyRUjfCA,29
pHJu8tj3sI8eC5aIHLFEfQ,4300
ifmVI9Hw03jPcb5Vkt3GHw,17
rihKlAiPgJa5XcpZ1h9-bw,59
SLVjLgWfUqgaXtmc0wmLiw,34
LDMCrFlGIFUN6L-FEFgzWg,53
GisIy4El3OAxJwnkovgv_A,70
KPPjKg1kV2nzLidTXljQZA,67
yrRzB4EZb15shCOt7axnzA,19
o2nt0ZJP0WmdDL-4HV-p4w,120
6qP6R78nlAGSahx78DayHQ,95
T-wer_1iIXs692gYrTriDg,119
CNwY37pdEDwLl1ehwog6xg,10
i9wyOB3M98FWZObEbFf7kg,20
YrHVGQ8_Dcs5xCe78CvGmA,169
4lAwPgy1m9Rd0oBpi4Hr2w,108
h0MNaniQdLa3ZGmXh9DDeQ,35
w2H8483LFXrth8X-cpku0Q,61
BjbR39fp7BnurXAq9gNNEg,9
Sy36Js6xGWQqpi9K6nlYgg,60
wyPkRQg3F5Yz2WqRFax7-g,464
LgTBbuKTSm4qKHEmFAEJmA,9
oWD385Ues-RWJmhP_Riz1g,1746
qy6RM3qsgXTanVH-TlJaXQ,379
iWox6NQVA76eH61toMhxfA,614
NuT1ejKruFnBFQWC6Xg82w,282
Q283sagGad1VlOncWykBKQ,23
AL5YzikrmxwcBzBNLGO7Jw,883
G58YATMKnn-M-RUDWg3lxw,311
AdrHuOKie8YMO2Yo9Wqrag,48
Zbjl53pR2W0jMrGFPM0Ssw,160
mjhwLcuoenVW8oFhcNmlHA,1236
So132GP_uy3XbGs0KNyzyw,1254
T8Z5LpR4gJXexRk-33P4LQ,37
c_3abcaptUG0d4A4LWMe7w,238
2PS9kBbuJcmBhcNp-D62uA,299
v_frjRRrLTm4eJchadhf_g,217
XydKWBaKYDO2BFXs8pXnbg,136
D9iGotN_nI8MCzVpISep9w,59
lweobd-AOEP1lYNTfhuHhQ,1837
Gd2OE3FIWzv5boI99bM6Iw,416
klsBtNP-vlO3QlfPbAtTzQ,264
K2_zfa7cKbg5klHJYqoWnw,1566
zYDih_sBtW5ujL-zmUjIqA,13
Pg7DrmU-OjuRGLVR7jVHRg,21
PpicV2WP71Bmn5QsA9LAYw,89
0IjBFHFm8M-VPyym-Xrkhw,70
_flZPT7fynq6WFzWvFOV4g,46
gQ9qXrLNnowN6YrGhJFTYQ,81
w2LGE0kHQQv6v0LmJtcfhw,5
ten1jIj2JOoQMrl1yCmxFg,15
CCVh8YKdN3c-WgqEbzya3A,698
8RGoNUEC4QGbpF4af7CDdQ,187
MbhIK-51P6TmHWLLa-n4Sg,13
_-QrdVYJbebaC2qschZ6iQ,46
kqO-dgJ_Ww17qVJXsPTfnw,0
LyVLSt5aLx-4Ll2XB-U-5Q,228
yz2EimDE7bBvq6b4mDe_zg,192
fL-b760btOaGa85OJ9ut3w,6515
Q-cV5tDErkUbUefrzDa7Aw,18
0QHMAUi6NdOUZ1ckXq0-sA,1321
liGn7sPOvUuy3kcwbhRkbA,685
rVS0ASzAtN9vCUcrXMzGEw,38
lINk_EU_elY6iTrfUGcRqg,216
p91DHXkz5o_k825LwQPK9g,56
wcXqGgZDlnyEyEmtEZ8-zw,1
l6TEtn0bxJlXXVnKhwyeAw,151
KskYqH1Bi7Z_61pH6Om8pg,12240
PBYDlb88SAWHiQgqJJ67hQ,104
PF9-QuAKgQce5TSdBZ0dCA,45
z7IEawyWhsdjc-7clTJWUQ,176
LV-oONzEA22qiBEFK1sckA,646
z2VJoa0l_QGFhl7YqiES6g,67
FLMxWQO-ckCQmGZhU9OQgw,4672
Zmfq3DVhHdtVChhSxzoUHw,1406
E7VRsyNQWPteH6_qI4j7bw,485
MwCai0x6GILtK4KkwufZig,1270
5xYk23lz0ktdMvzHtohymQ,350
vpoXE7CsEMZNzBMDvkuqHg,166
E9Bq0UKtg3tB1yr2QXZ0Dg,293
MQlJrXuMAkTtWQQU_nszLQ,74
hH-4ogdPgACvrcyiccwdPA,132
NHFsXnwZDkY3ufoTE9iKjQ,210
yCkpp-ItQWo7jjA3ngmX_w,0
2vr2yGIzSehe_ITFamNpyw,74
Tk7qCou7aYv_Z-K3a7NhhA,1142
YTfXZ9tbTBJkWsDI7cMDWQ,289
-LyGT6bztmvWd3_pa93YDg,24
K0FtmxCgqJEbDNCyXyMX_w,106
dJR2vmBlydzsxR5P6BDFlQ,321
fpM-O9Ul62xizBq9YNO_tQ,542
db04aHdl79B5OUo_tknYZw,635
NOfbzTpQ7hrt6ZbJVeXUUw,457
8L_eeOwZryvlUEO42Zq8nQ,930
Ot2CsUQWX7bG55Rq_3v5Kg,34
nt2-Zk4FmGY2SYSDBI0gHw,42
bV2ihh1t3cXa4sRaoGCmQg,10
IjsLANGkmAqCsF6-zgIA8w,4
EjYGxyksao-Jhw86tIAiYQ,46
UNHvM2pc7AQBL22BhakNlA,38
PmXqq2nFT6oYvgLxLwrFEQ,130
W-3Sy3fy85mQdd0ZNFKIiw,554
r1Uj2CHlp0N3U_XKMIk_GA,156
EU8Hp2rTEptiwCH4eLYZBw,37
JJpoHl5mxJHwbaix71mfyg,452
eU_XJ4uNAlRoH4tNfWtz9g,28
WETHRoXB2IbixndSlOktJA,1538
Ocquw2_SSDlqwoAhEVek0g,124
OPiPeoJiv92rENwbq76orA,675
-n8PaipyFGNUJE4xlnrOAg,17
ULAz5fw2r3vm0N-_FTMzGg,92
BS2Y5IZiCOHBebHMEU2dEQ,9
8K3CRM4COa0SSBEvli0fJQ,2023
uWrrQ8Rk2uM2WqPMi7EDag,326
0m99JzzybBddbP9mr2y5XA,29
N_TYkatwxieUMJVfMwQbvQ,25
uz_oEvOowbX8xWEQkGyZxA,0
AiXzyI2Xehh-1yvbB-WcYw,31
hJApSwheuQhctflM4fAhYA,4
bvtck6zoM3bJVJyucDB0yQ,28
aIyqvsWX2NPCVjW4EOTHFQ,14
SYIVQISajxm2J9lAnMp1RA,0
lZvr_VDNWjCN_PT67StkKQ,73
gOOc6MDdhw7fV0Tf30mfAQ,652
UEuvtQTKNS0w53oJTrwS2Q,47
crGdKSRKi25R2vorZ7skzg,8
eJKnymd0BywNPrJw1IuXVw,6363
0YG_kM5caZhtwd6nbnei6A,211
L9hxsakFxY315yPqCZL-zQ,144
4vwhK3Uxlp2gBtQuP78NOA,45
juhlDDR-L_TgSPU5FVHIpQ,30
ew_LPHk7pMCxK8pTQIGNtg,8
zb8kMYcte7WLcB-7CG3vNg,58
TFybLreUjQyx0zLq5tW7VA,119
RtcVbq18T0vNODpGwHzcVQ,80
2B46bRpDh49eDyjXGhL_ZQ,464
Vg882kGIzNZdz3CFpTQBBA,57
1VQmZoUwNbNik7EQs_EHeQ,20
VbEK6-etnKKaPamrG2jWjQ,1215
zXR-C_clfbCksI0cIDrl4g,383
YeYtDdGRonHddnviDc1q7g,1067
oJX6NTUC98eGAQX4Da097A,15
WRbBmXMHmdWOkeGp21OoeA,37
EAyy8Z0V5zfO_LXxSqkD-A,26
mOaHJZYTsgB0G_TIKykFAA,310
l_GV0hgEoTUf70uJVT0_hg,5856
-FNquqGseSCVMWo7KbK-Tg,1360
O1UaBWCQbcEdzpX6sSWRjQ,0
OasYaKjMTdFFQdepjtDFpA,1
cPWbolWE6ip5SupmfH-nBQ,0
kOo4ZY2UQAX4j312mzQ8mA,7
pUUgVNS5nBSoCJsBa3fDGw,396
LpqiMJOKlrYcGqJK0jOWIw,62
JDZ6_yycNQFTpUZzLIKHUg,10652
BozDqucrH17LmBsmfOwWkA,0
6uV3KMOo8YQofuNUs4D9pA,405
X-Hxv9miUzpFKcOaUVbRCw,15
oUso4QWH1OAXboD8IMjpFQ,70
ykfsYdN3QF8HEBa9EbJRBg,63
uFre_WMHGbNC_hCtBwM-dg,27
4YxFjoS28WzggYyDxGkKBg,53
9AnvV8V-UvA_rFhMCr_Dlw,373
mvWhlMnXXidb1R2krK25VQ,9
M5Nvx_jkTf56Ne7tuXgCLQ,0
f8eILbFbyPxMN-Jri4CsmQ,45
UUfioP3G4Qowm0x2HQlPtA,102
Qm2datcYBPXrPATVGFJQfQ,4
gqVHoP4noz1EAa7nhHLk4w,79
409qhf4RF0rlxcuaM576Qg,397
QqrmTtv2OXWFRlqRCG4FRA,8
6JVaLv8KvOgK24RB7pxUiw,97
L6kFtq-C4dJJZJGk5Q8vRw,201
hgeXEGD9lRX4ohj7afSJnw,1114
qjLlFfu2pnJ9lVYlj-4QVg,417
aTbz9GdpAf2M5MeAHVNhWw,159
Mn6PbumS7GL2v3jPilTaeg,2471
fJVrLAFaqcvzt1QAw12Uxw,306
6TQ0gCdAqaBbuDyCGa0joA,140
nWuomYtU748irUOWo_xohg,72
ahbDELrW7CqFbOVePbF5-Q,0
yi9725wjRYYEoF-xE47_ig,134
jA6fLtwQpiHzJCdsswFgfg,7
gi8682T9lHLKHCMF1Li1MQ,48
Wq9yflrKX79xKiY__BvCoQ,351
gJKdFQhR4hLCQuoKyU0kEw,18
dqLo6yZ7NMyV35ldGJHdzw,37
YDrHSEW-O-XLz4DckcyMzw,46
tXqaK0lBEE1XJbzDPsdFvg,1461
u8xCk_KNQJ-mVzi0PTWMGA,21
mkhjTkDlEqQGP-1IzfyN7g,30
q6LaVR4FlIyRC9yWIW5IXg,109
Mufm5Fot_GS2wNx2TpLfcg,9
3X-SMnyYq77IYEnyCp-TtQ,257
9Jc3W0aR9Xf2gcHI0rEXsw,127
SXyGMj1rBHauU_MMLEsUfw,12
3fT1kcQ-MVEImGHa3hll5w,66
7kXrUSjG67NitjRfRFn9cw,177
fq6qlXprwSzSUr0RKE_0rA,88
6Or07nY9iiSSJf-Kaf0GMw,41
5gZ4k_mdDOcEmCG4wHVH-g,69
-NjZ5HZApXjRJaTVZeSO_w,73
OQcvO5P3gH0cuJ-bPXwfQQ,173
X1Y2II3AYdoxa70nTTfUPQ,734
iVBpGb7x55toxxL81PB2wA,203
SSbfgPK3Wa24svQty7QWSg,70
Opufpwe4jaf--LtDZ_AHiw,6
aJK0MWXKgXIgQUCM9fqSJQ,250
r7UZDbth0NtbZDJKq1-JyQ,27
t4bBKVXbr8bIN9nEJIobYg,698
yd0g-FRSAdP9YKm7Z8-uUw,268
n5bR03mFAvZSYvki9MeW7g,163
Uy3_5nLo3sYkAuSX6mjdmg,167
Rgmy8WQEaBMCd4BMdl0SIQ,5
dEAk-gE-5Q95a7p91gNn8A,4074
yzmvsG3Vo-2_F3_0wHzJdA,469
Jl6_g-pZD5aQGg2y87myeQ,341
jY7Ql_Qk8duv7jZrMZahaw,396
KWM6C4g9x7Fnmjdz8H18sw,225
V4BYvw51GBAj7pv2n7XtOw,8
hJkGfdNlHTfqFTeZ1xkjrw,364
8KEtBCNHvjx3-S5CP7W2Aw,12
QjfCmeznfZC9BPowyO4Npw,631
O7ot_LMlCfLpOP9tBqeNfw,3573
rS3KdecMS-EF4H3VtmkxBw,143
2dCnTMv3Hh-fM8bOjYS4Xw,1053
42yLya7lhe7TQGz3KEdKAw,92
A5Rkh7UymKm0_Rxm9K2PJw,9368
w8RWhhuKxMiFCpvFvIQ3zg,4688
5PP6BwtNYlPARHApB9lzcQ,408
AmIJMMd9OeT_mUj9DAn2ow,3
HQMMKfEe3lmtLVXhPWKXRw,13
fdC-5VI6ifj6CR2LjKWRtQ,42
hbuVhfMb8r3kVNZ-thX16g,85
mYBM11YwgftyQJxYGkKnYQ,19
hEpCJXGI_zRhKXgW67VbFA,134
zQmHSe6IOiSNF84m9BVZ8A,691
ixAh9crILnJ9tM8LhWFhkw,4112
S5HvZ_TUvt0B92LMV_lImg,31
QJAllc88CdYS9m5QMjg5dQ,62
tHwNWbjsgIedLw0FLmBHyg,172
9qcTpWYxrZrN13p1zAP6dA,676
pG90UZcF21ZYvXQbDdkkLg,49
N5CL5HLS6lyltw-OjjBrOw,1353
iUQ5hZGhwrg-WPICcbo4IA,213
bIkFvvNaJEF3Io50VPQueg,9
6beJGNWviNq_VbODEULexA,81
w5CSi-An5meLnxjKSFn0wQ,2080
tBLHU0-_-2nhypyfc2sR2A,36
rHEVabJ7O0ztH6f7wgoO_g,3
xk-fOf_M39kDTgzfVgu0Tw,999
JMwwxARF34aR1aq7hzpiJQ,48
_aIQsyaRn7CJh8gWSbuJgA,81
Ic8re_L0sDJkj3kwDTkahg,2
3qIFv-MbDoj-gDigpo_FgA,71
WRQ-9LluyivReFiQZFUujw,3897
BfBl4TKaTrfrZY-yGSB1jQ,285
TrN8HBHBL4-Tu7cXMDoopQ,447
mkMrpBtrlsAUhcFZFB83hQ,0
SU56w479vUfFHsvmvQIf7A,204
5CJL_2-XwCGBmOav4mFdYg,2437
Fanu7vgveGy1LyLV8R9aMA,4
CH3GQlTeeCdT51ddJAxwVg,364
cZbqG53WCsEyYHSocNZdLQ,294
ZuNJelvkJD4wsXNBRg6t5w,190
vnQ9a0e_DuS4MC9nyEbA5A,33
iPM85PQMs7QoAxw-Og9ChQ,1319
TYGVaav4hWZioQlk9Ig78A,116
UMWzaFhW6M3nsIDyIpMfhg,44
J121PGT4oi5AqVbtMoEfVw,31
XBikK0GMqJTF5d_bI3VSkA,117
4LhURdgGRofYSR_1LBTXvQ,24
WiWJR2WrC2x4_2sZ6p5czQ,135
BX-bp0raoO-V1phG66Q9SA,0
LZSyWy4IHgXg6QhW2jrBlw,511
Q1m3ZAO1t9JRhHK3txhJQw,31
isw3cS3hOKdKeBgi3lF3-A,286
BeAr85oCQpeaWFJjLhRPWg,9
r7teFFSvlb8VioRRbHCP-A,0
xXtWrRKn8A708BfaNs1nZw,54
SLx-vB9LnRtC83oAeVdAuA,189
66jwLkSd6M0cZulZrA3zcw,526
3Fr9RZ8Hfz1iWk51C2RMWg,0
_Aj02-sb1QDNIVXK64qTVw,16
eGLnLiKt58jHNjGVw149Nw,50
MNaPOkqm2vKeNG8EqkZWCg,569
iFCz-xI7CV98fcaB4Chh3g,459
6tSvz_21BMo3a4GaItwa0g,3259
mRsb657hi4iQcb0r5_VlYw,533
V78f9CdEVTkKFkyhdTYVrQ,350
ZRe7iIrIRDMMWhrcieMsiQ,0
yLtdSJ4BzKFFBc-J9nM7yQ,130
9r6ijZgxDLJFysxIohtTcQ,6
Jd-XHSl0t0JWotORH0IsSg,75
kYtk8YSBtSuwXcvfoRMyoA,11
HQcel0uvg7N7KfhHJChfSQ,4403
yGCrsq0AYI8WN7goMVLHJA,730
4fGGeKlUY3SwqLW4SH_QnQ,88
rhYZCUiywRknWKieJ75zug,107
Zua91nLoti4rx1VCkuIe6g,9
Jwwkt9oAKsNF4AuItTIdPw,421
XBEx2FI2GKmsjs7eWNr7Lw,1041
yKPY_6w7HNb0QhA3DcxvPw,423
Tv3YzCxzf-JWQAiXNkUrMQ,67
BflNpVLfFQujE5uBHUgcFg,2
9eUBRR7WWOqXErZ7omYLNA,167
jv1sbEWUJRHeUff1xZtqWg,500
F_8NT3JiAW9d5DvAJCltQg,34
k0ZUrpL789RZb1QuaE8_Uw,3
dNjgjAoJSJsvgc5g6nQnnw,216
nteAMOsI2DsTTR9v6G9E7A,77
9MK66QkfnTp6BxZudH9wxg,251
Pw1v2dO5sZAS5OhqAtYx9w,21
3X_u-2o1c-8ERcp7TIE3Cw,2
24wnyPyir6-Bmv6zq7OXHg,34
hFT3HuxVZJb1uYEsYfp-0A,1273
hySFMXFqyb7rNuxS8koNrQ,321
ktJR5j14AH-Cc45J7jJ9nw,29
mKNzA_CjO3NXcCn9RphHiw,394
HDvrgxInBOq6IQNBSo178w,387
ddplAthoA2pGLoSqhHpVkA,41
e2ApirIzYID9xIye0r_gKQ,462
L-IyrAwnrg9A2yW7zPI_UA,58
9i-yWC0t6NzcDmT1NMKilw,86
DiUgFZkt88xcDWG0OjjCaQ,52
5WOE18ldtQ1U0MK5fN2HGQ,207
-YWr1wm_NaAlgEf9TZzsMQ,110
l3oWxCf7Y-X-fgAxNVR7-A,32
GmGvbDABaGvcKe_jIDvq6w,473
xo1FxmxwWAXIVZ1MO222dg,1300
r4KXghbUeo7mugAzinG9bA,644
4Wou6LarHqefHP21qRu0Ag,28
URQQqvHvktnVJCMRE2S5Tg,46
uqo0qY32KN0wyzsB30hB5A,453
UVqqsfogFwG_llByAzUQQg,193
R70Fs60Tp4rS6QjZjOrvZA,36
QP2c6C_xk6nSiLgaVuq2hQ,2
ShUREGiU1IjHuPYq4jVvng,169
CIu7ybFJhERiWzugrkPb8g,89
n_o2DAmDBAZ-RjVDSY-5uQ,799
L2W0QLXIIR5MEmhQwZk-iA,394
JrohSmutzhdJ5QGRMtaojg,67
k1l25o628GYC9BrnRzv1Tw,147
uuGlYAIvYAX1q1KhpY6dtA,1276
bSY97kgQpJ5BrpgW40V1qg,909
S1AxUjs0ekYsy-K8v2o3mA,136
wo5r_5DGI0vSJTKBTxo5Bw,107
onC6LNdf3HIwjB6LqMjQxw,71
OqWYJ_GYHnJFpple7dUBrQ,13
ujOXP2aMdYbUl4qNJrLypg,8
rZwq4LBO0p9m9zJ2zSEKNQ,944
8f5JVaK2mZCu9lct23dhtQ,545
slx9qstc2U2Tc4s7dzbbBg,630
FqXwm6UpihHY7Ha-pr4y6Q,525
1SqLPgnZEVeVYDM-AuoFhg,1586
_JbuDLG7SFEtiCVDT1M0CQ,819
DZwXQUa5KGUcJ0y4TO1pFQ,48
Zlp8PGIssxgUMdaa2cksCA,2
UhyDVz7npxKUl9BfMpfmBw,31
ku6NGJSMJ5RwKnHrzVBQcA,152
Rs1P2TXhuieeVQCsmInh8A,390
zWo2a6QPIuC-sSJURJ02Hw,293
UdC4xRKTFQPOhkc6vPVwvA,34
4Azs1HUqi0Nk6s6xB_9jsQ,172
6MpOzb5ImLdDXHsn4HwI-Q,912
1Fa_brd85F_-gXYP45GpsA,44
F4VS-6xnpDoNBRGPoLrtjA,175
5n2dA_QqO4c_7pSK0Of6AQ,91
Nut3ob6m58of2curSbrFWQ,220
zwmKWhyyV-zejEUbQzBtHw,66
8wFiWvlfOVt1zvAvsoLw2g,23
