business_id,is_open,latitude,longitude,postal_code,review_count,stars
UEuvtQTKNS0w53oJTrwS2Q,0,36.1665965,-115.1442241,89101,48,4.5
crGdKSRKi25R2vorZ7skzg,1,36.1651291,-115.1164481,89101,3,4.5
eJKnymd0BywNPrJw1IuXVw,1,36.1703072215,-115.141611308,89101,1129,4.0
0YG_kM5caZhtwd6nbnei6A,1,36.1431918,-115.1750346,89102,127,4.0
L9hxsakFxY315yPqCZL-zQ,0,36.107456,-115.154103,89169,61,3.0
4vwhK3Uxlp2gBtQuP78NOA,0,36.1366364,-115.1357582,89169,16,3.5
juhlDDR-L_TgSPU5FVHIpQ,0,36.1588556,-115.2366829,89146,4,3.0
ew_LPHk7pMCxK8pTQIGNtg,1,36.020586184,-115.508670062,89161,6,3.5
zb8kMYcte7WLcB-7CG3vNg,1,36.2349615,-115.0531351,89115,7,3.5
TFybLreUjQyx0zLq5tW7VA,0,36.127754,-115.224318,89146,32,3.5
RtcVbq18T0vNODpGwHzcVQ,1,36.0867531,-115.1904907,89118,24,3.5
2B46bRpDh49eDyjXGhL_ZQ,1,36.1271903,-115.2800102,89117,322,4.5
Vg882kGIzNZdz3CFpTQBBA,0,36.2010962746,-115.138997287,89030,37,4.0
1VQmZoUwNbNik7EQs_EHeQ,1,36.2385878143,-115.232436176,89130,35,4.0
VbEK6-etnKKaPamrG2jWjQ,1,36.11737,-115.171964,89109,270,3.0
zXR-C_clfbCksI0cIDrl4g,1,35.9974897,-115.2056326,89141,110,3.5
YeYtDdGRonHddnviDc1q7g,1,36.0253639,-115.1189835,89123,240,3.5
oJX6NTUC98eGAQX4Da097A,0,36.0860009753,-115.101392381,89120,13,3.5
WRbBmXMHmdWOkeGp21OoeA,1,36.1249939,-115.1360985,89169,85,4.0
EAyy8Z0V5zfO_LXxSqkD-A,1,36.146396,-115.065233,89104,11,1.5
mOaHJZYTsgB0G_TIKykFAA,1,36.1949469,-115.1603372,89106,134,4.0
l_GV0hgEoTUf70uJVT0_hg,1,36.166723,-115.13894,89101,2117,4.0
-FNquqGseSCVMWo7KbK-Tg,1,36.1070796309,-115.137064488,89119,127,3.5
O1UaBWCQbcEdzpX6sSWRjQ,1,36.1796743836,-115.131049566,89101,7,5.0
OasYaKjMTdFFQdepjtDFpA,0,36.1139419,-115.3084925,89147,14,3.5
cPWbolWE6ip5SupmfH-nBQ,0,36.0987599,-115.1048341,89121,5,1.0
kOo4ZY2UQAX4j312mzQ8mA,1,36.221936,-115.1462928,89032,36,5.0
pUUgVNS5nBSoCJsBa3fDGw,0,36.197453,-115.279707,89128,209,3.5
LpqiMJOKlrYcGqJK0jOWIw,1,36.1503727871,-115.205121025,89102,4,5.0
JDZ6_yycNQFTpUZzLIKHUg,1,36.1349154274,-115.175822005,89109,1941,4.5
BozDqucrH17LmBsmfOwWkA,0,36.0997319,-115.1016523,89121,3,2.5
6uV3KMOo8YQofuNUs4D9pA,1,36.065173,-115.1191088,89119,127,3.5
X-Hxv9miUzpFKcOaUVbRCw,1,36.1746506,-115.1174737,89101,4,2.0
oUso4QWH1OAXboD8IMjpFQ,0,36.1801087,-115.1785503,89106,13,4.0
ykfsYdN3QF8HEBa9EbJRBg,1,36.080733,-115.147022,89119,94,2.0
uFre_WMHGbNC_hCtBwM-dg,0,36.1297417,-115.2778306,89117,13,3.0
4YxFjoS28WzggYyDxGkKBg,0,36.143303241,-115.262160933,89117,13,3.5
9AnvV8V-UvA_rFhMCr_Dlw,1,36.1127048,-115.2781558,89147,178,4.0
mvWhlMnXXidb1R2krK25VQ,1,36.1864435,-115.2243211,89108,17,2.0
M5Nvx_jkTf56Ne7tuXgCLQ,0,36.232623,-115.2432672,89108,58,2.0
f8eILbFbyPxMN-Jri4CsmQ,0,36.114209,-115.198798,89103,22,3.5
UUfioP3G4Qowm0x2HQlPtA,0,35.9974897,-115.2056326,89141,105,3.5
Qm2datcYBPXrPATVGFJQfQ,0,36.1756629627,-115.063028482,89110,16,4.5
gqVHoP4noz1EAa7nhHLk4w,1,36.2381634948,-115.225055129,89130,25,2.0
409qhf4RF0rlxcuaM576Qg,1,36.0940999462,-115.296839036,89148,88,2.5
QqrmTtv2OXWFRlqRCG4FRA,1,36.1137916,-115.0666393,89121,21,2.0
6JVaLv8KvOgK24RB7pxUiw,0,36.0780168,-115.1890815,89118,31,4.0
L6kFtq-C4dJJZJGk5Q8vRw,0,36.1617046,-115.1734184,89106,76,3.5
hgeXEGD9lRX4ohj7afSJnw,1,36.0555646163,-115.225874918,89139,257,3.5
qjLlFfu2pnJ9lVYlj-4QVg,0,36.1256634,-115.2234519,89146,206,3.5
aTbz9GdpAf2M5MeAHVNhWw,1,36.1452108,-115.2412705,89146,108,4.0
Mn6PbumS7GL2v3jPilTaeg,1,36.106542,-115.17204,89109,568,3.5
fJVrLAFaqcvzt1QAw12Uxw,0,36.1177747,-115.1725759,89109,89,2.0
6TQ0gCdAqaBbuDyCGa0joA,1,36.1569573016,-115.333126067,89135,126,3.5
nWuomYtU748irUOWo_xohg,1,36.1774463,-115.1764027,89106,16,3.5
ahbDELrW7CqFbOVePbF5-Q,0,36.0993008,-115.1179154,89136,3,4.0
yi9725wjRYYEoF-xE47_ig,1,36.1476947,-115.1563056,89104,55,3.5
jA6fLtwQpiHzJCdsswFgfg,1,36.1049744,-115.1359993,89119,5,4.5
gi8682T9lHLKHCMF1Li1MQ,0,36.1004747672,-115.304363854,89147,46,4.5
Wq9yflrKX79xKiY__BvCoQ,1,36.118245,-115.135727,89119,90,4.5
gJKdFQhR4hLCQuoKyU0kEw,1,36.1580745,-115.0469235,89142,9,4.0
dqLo6yZ7NMyV35ldGJHdzw,0,36.1735789,-115.282548,89145,5,4.0
YDrHSEW-O-XLz4DckcyMzw,0,36.103843,-115.137209,89119,11,3.0
tXqaK0lBEE1XJbzDPsdFvg,1,36.083996,-115.2085305,89118,253,3.5
u8xCk_KNQJ-mVzi0PTWMGA,0,36.1153939,-115.288541986,89147,6,4.5
mkhjTkDlEqQGP-1IzfyN7g,0,36.1243036,-115.243101,89103,16,3.0
q6LaVR4FlIyRC9yWIW5IXg,0,36.1214517,-115.1696112,89109,31,3.5
Mufm5Fot_GS2wNx2TpLfcg,1,36.1376416,-115.1653861,89109,6,2.0
3X-SMnyYq77IYEnyCp-TtQ,0,36.1163474,-115.1723373,89109,79,2.5
9Jc3W0aR9Xf2gcHI0rEXsw,0,36.1369777,-115.1633366,89109,57,3.0
SXyGMj1rBHauU_MMLEsUfw,1,36.1948021937,-115.20653004,89108,23,2.0
3fT1kcQ-MVEImGHa3hll5w,1,36.1491481,-115.3331036,89135,122,4.0
7kXrUSjG67NitjRfRFn9cw,1,36.181734,-115.256469,89128,65,2.0
fq6qlXprwSzSUr0RKE_0rA,1,36.1276833853,-115.169024559,89109,18,3.0
6Or07nY9iiSSJf-Kaf0GMw,1,36.0707521,-115.2919191,89148,28,4.0
5gZ4k_mdDOcEmCG4wHVH-g,0,36.042985,-115.288938,89148,11,2.5
-NjZ5HZApXjRJaTVZeSO_w,1,36.2031091,-115.2408141,89108,30,4.0
OQcvO5P3gH0cuJ-bPXwfQQ,1,36.1947007117,-115.205170581,89108,96,4.5
X1Y2II3AYdoxa70nTTfUPQ,0,36.1100186278,-115.168816725,89109,167,3.5
iVBpGb7x55toxxL81PB2wA,1,36.0839386843,-115.296880362,89148,43,4.0
SSbfgPK3Wa24svQty7QWSg,0,36.08167,-115.2118264,89118,15,4.5
Opufpwe4jaf--LtDZ_AHiw,0,36.1079183842,-115.136401845,89119,3,5.0
aJK0MWXKgXIgQUCM9fqSJQ,0,36.1297818,-115.2746743,89117,69,3.5
r7UZDbth0NtbZDJKq1-JyQ,0,36.254519,-115.242815,89130,18,4.0
t4bBKVXbr8bIN9nEJIobYg,1,36.24172,-115.250134,89129,315,4.0
yd0g-FRSAdP9YKm7Z8-uUw,0,36.1817194,-115.1394247,89101,50,3.5
n5bR03mFAvZSYvki9MeW7g,1,36.0932383,-115.2034591,89118,96,4.5
Uy3_5nLo3sYkAuSX6mjdmg,0,36.0342435,-115.1714093,89123,33,4.5
Rgmy8WQEaBMCd4BMdl0SIQ,1,36.1809595,-115.0798046,89110,5,2.0
dEAk-gE-5Q95a7p91gNn8A,1,36.113892,-115.280322,89147,978,4.0
yzmvsG3Vo-2_F3_0wHzJdA,0,36.0997379,-115.3015683,89147,300,4.0
Jl6_g-pZD5aQGg2y87myeQ,1,36.072454464,-115.101318923,89120,99,3.5
jY7Ql_Qk8duv7jZrMZahaw,1,36.170155,-115.144788,89101,177,3.0
KWM6C4g9x7Fnmjdz8H18sw,1,35.9731434,-115.1821536,89141,49,3.5
V4BYvw51GBAj7pv2n7XtOw,1,36.261321496,-115.247384155,89130,15,2.0
hJkGfdNlHTfqFTeZ1xkjrw,0,36.056603,-115.2784561,89148,121,4.5
8KEtBCNHvjx3-S5CP7W2Aw,0,36.1131093,-115.1201454,89119,21,3.5
QjfCmeznfZC9BPowyO4Npw,1,36.1411631,-115.1363513,89109,119,3.0
O7ot_LMlCfLpOP9tBqeNfw,1,36.0675357995,-115.177971954,89119,593,4.0
rS3KdecMS-EF4H3VtmkxBw,1,36.1580822694,-115.047082886,89142,133,2.5
2dCnTMv3Hh-fM8bOjYS4Xw,1,36.1437858,-115.2266305,89146,350,3.5
42yLya7lhe7TQGz3KEdKAw,1,36.0819824,-115.1196025,89119,37,3.5
A5Rkh7UymKm0_Rxm9K2PJw,1,36.068655,-115.177945,89119,1302,4.0
w8RWhhuKxMiFCpvFvIQ3zg,0,36.1191259407,-115.177256695,89109,956,4.0
5PP6BwtNYlPARHApB9lzcQ,1,36.142636,-115.2217,89146,101,4.0
AmIJMMd9OeT_mUj9DAn2ow,1,35.9992149199,-115.206998335,89141,8,2.0
HQMMKfEe3lmtLVXhPWKXRw,0,36.1587068,-115.2367353,89146,32,4.5
fdC-5VI6ifj6CR2LjKWRtQ,1,36.1472468,-115.1560311,89104,14,4.0
hbuVhfMb8r3kVNZ-thX16g,1,36.1159443926,-115.294595909,89147,90,3.0
mYBM11YwgftyQJxYGkKnYQ,1,36.052568,-115.168477,89123,16,2.0
hEpCJXGI_zRhKXgW67VbFA,1,36.1564004,-115.3335562,89135,16,3.5
zQmHSe6IOiSNF84m9BVZ8A,1,36.1214083475,-115.174969895,89109,219,3.5
ixAh9crILnJ9tM8LhWFhkw,1,36.0732064948,-115.243538218,89118,733,4.0
S5HvZ_TUvt0B92LMV_lImg,1,36.1447949,-115.1179043,89104,8,2.0
QJAllc88CdYS9m5QMjg5dQ,1,36.1006486,-115.099351,89121,31,3.5
tHwNWbjsgIedLw0FLmBHyg,1,36.137457,-115.164796,89109,83,3.0
9qcTpWYxrZrN13p1zAP6dA,1,36.0711402559,-115.110620591,89120,241,3.5
pG90UZcF21ZYvXQbDdkkLg,0,36.1267864924,-115.22410142,89146,20,4.0
N5CL5HLS6lyltw-OjjBrOw,1,36.1636050063,-115.289374149,89145,409,3.5
iUQ5hZGhwrg-WPICcbo4IA,1,36.0416989698,-115.135485121,89123,90,3.5
bIkFvvNaJEF3Io50VPQueg,0,36.1148108,-115.3073313,89147,9,3.0
6beJGNWviNq_VbODEULexA,1,36.1318552,-115.1572527,89109,20,4.0
w5CSi-An5meLnxjKSFn0wQ,1,36.132775,-115.172881,89109,763,4.0
tBLHU0-_-2nhypyfc2sR2A,1,36.1612,-115.063,89110,28,1.5
rHEVabJ7O0ztH6f7wgoO_g,0,36.1442497,-115.1959972,89136,3,3.5
xk-fOf_M39kDTgzfVgu0Tw,1,36.1699021,-115.1395318,89131,309,4.0
JMwwxARF34aR1aq7hzpiJQ,1,36.2189866677,-115.258968451,89129,85,3.5
_aIQsyaRn7CJh8gWSbuJgA,0,36.0979112889,-115.297793336,89148,23,4.5
Ic8re_L0sDJkj3kwDTkahg,0,36.12596,-115.184846,89102,3,2.5
3qIFv-MbDoj-gDigpo_FgA,1,36.336473,-115.2091453,89131,50,4.5
WRQ-9LluyivReFiQZFUujw,1,36.1470835,-115.2982993,89117,816,4.5
BfBl4TKaTrfrZY-yGSB1jQ,1,36.172596,-115.195674,89107,56,3.5
TrN8HBHBL4-Tu7cXMDoopQ,1,36.0857525,-115.1037743,89120,209,4.0
mkMrpBtrlsAUhcFZFB83hQ,0,36.169089,-115.138595,89101,3,4.5
SU56w479vUfFHsvmvQIf7A,0,36.1446996,-115.1551759,89119,134,3.5
5CJL_2-XwCGBmOav4mFdYg,1,36.1261559476,-115.189639864,89102,544,3.5
Fanu7vgveGy1LyLV8R9aMA,0,36.1270393315,-115.198820571,89102,7,4.5
CH3GQlTeeCdT51ddJAxwVg,0,36.101065,-115.30239,89147,103,3.5
cZbqG53WCsEyYHSocNZdLQ,0,36.1298281,-115.1157458,89121,55,4.0
ZuNJelvkJD4wsXNBRg6t5w,1,36.2814901165,-115.267638105,89131,184,4.0
vnQ9a0e_DuS4MC9nyEbA5A,1,36.127239,-115.1544161,89169,4,3.0
iPM85PQMs7QoAxw-Og9ChQ,0,36.1645604,-115.2893048,89145,188,3.5
TYGVaav4hWZioQlk9Ig78A,0,36.1510984,-115.1598044,89102,71,4.5
UMWzaFhW6M3nsIDyIpMfhg,0,36.0184198,-115.1179769,89123,13,4.0
J121PGT4oi5AqVbtMoEfVw,1,36.1130431,-115.1194493,89119,6,3.5
XBikK0GMqJTF5d_bI3VSkA,1,36.1720776,-115.1468298,89101,61,3.0
4LhURdgGRofYSR_1LBTXvQ,1,36.1586808,-115.2367199,89146,40,4.0
WiWJR2WrC2x4_2sZ6p5czQ,1,36.0861228844,-115.243309316,89113,32,2.5
BX-bp0raoO-V1phG66Q9SA,0,36.0816179,-115.2430089,89136,3,4.0
LZSyWy4IHgXg6QhW2jrBlw,0,36.144605,-115.174916,89102,131,3.0
Q1m3ZAO1t9JRhHK3txhJQw,0,36.1446224,-115.2417006,89146,34,4.0
isw3cS3hOKdKeBgi3lF3-A,1,36.169255,-115.139524,89101,170,4.5
BeAr85oCQpeaWFJjLhRPWg,1,36.1436433,-115.2257081,89146,3,4.5
r7teFFSvlb8VioRRbHCP-A,0,36.1586808,-115.2367199,89146,8,4.5
xXtWrRKn8A708BfaNs1nZw,0,36.1452198,-115.1766512,89102,19,4.0
SLx-vB9LnRtC83oAeVdAuA,1,36.1257543179,-115.211817392,89146,110,4.0
66jwLkSd6M0cZulZrA3zcw,1,36.1973931,-115.24141,89108,143,2.5
3Fr9RZ8Hfz1iWk51C2RMWg,0,36.0979917,-115.2977607,89148,3,2.0
_Aj02-sb1QDNIVXK64qTVw,0,36.1481287,-115.2426539,89146,8,4.0
eGLnLiKt58jHNjGVw149Nw,0,36.100396,-115.187333,89118,9,2.5
MNaPOkqm2vKeNG8EqkZWCg,1,36.1609794,-115.1478447,89101,385,3.5
iFCz-xI7CV98fcaB4Chh3g,1,36.0560801,-115.2808739,89148,278,4.5
6tSvz_21BMo3a4GaItwa0g,1,36.1235575,-115.2075378,89103,1096,4.0
mRsb657hi4iQcb0r5_VlYw,1,36.1240958,-115.0755858,89121,140,2.5
V78f9CdEVTkKFkyhdTYVrQ,1,36.21935,-115.24493,89108,58,3.5
ZRe7iIrIRDMMWhrcieMsiQ,0,36.1254312,-115.1969657,89102,5,4.0
yLtdSJ4BzKFFBc-J9nM7yQ,0,36.1586808,-115.2367199,89146,93,4.5
9r6ijZgxDLJFysxIohtTcQ,1,36.1164398193,-115.206268311,89103,3,2.5
Jd-XHSl0t0JWotORH0IsSg,1,36.1002318771,-115.209790539,89103,57,2.0
kYtk8YSBtSuwXcvfoRMyoA,0,36.095516,-115.1761535,89119,3,2.0
HQcel0uvg7N7KfhHJChfSQ,1,36.12592,-115.198097,89102,1024,3.5
yGCrsq0AYI8WN7goMVLHJA,0,36.1049744,-115.1359993,89119,206,3.5
4fGGeKlUY3SwqLW4SH_QnQ,1,36.1122611,-115.3142242,89147,64,4.0
rhYZCUiywRknWKieJ75zug,1,36.144462,-115.268061,89117,39,3.5
Zua91nLoti4rx1VCkuIe6g,1,36.1181114,-115.1542209,89169,4,3.0
Jwwkt9oAKsNF4AuItTIdPw,1,36.1586947,-115.2092252,89146,111,4.0
XBEx2FI2GKmsjs7eWNr7Lw,1,36.1525834,-115.2435895,89146,265,4.5
yKPY_6w7HNb0QhA3DcxvPw,0,36.1211173924,-115.174633683,89109,277,3.0
Tv3YzCxzf-JWQAiXNkUrMQ,1,36.0543465,-115.2431727,89139,15,3.5
BflNpVLfFQujE5uBHUgcFg,0,36.1081393459,-115.278290263,89147,3,2.5
9eUBRR7WWOqXErZ7omYLNA,1,36.1532890723,-115.331389231,89148,25,3.0
jv1sbEWUJRHeUff1xZtqWg,1,36.04017868,-115.191876347,89139,37,3.0
F_8NT3JiAW9d5DvAJCltQg,0,36.0847229,-115.03178,89122,6,4.0
k0ZUrpL789RZb1QuaE8_Uw,0,36.010914,-115.1205913,89183,16,3.0
dNjgjAoJSJsvgc5g6nQnnw,1,36.2181252697,-115.160183976,89030,56,3.5
nteAMOsI2DsTTR9v6G9E7A,1,36.1595698,-115.2122356,89146,25,2.0
9MK66QkfnTp6BxZudH9wxg,1,36.168028,-115.062472,89110,57,3.5
Pw1v2dO5sZAS5OhqAtYx9w,1,36.079959,-115.279285,89113,8,4.5
3X_u-2o1c-8ERcp7TIE3Cw,1,36.1643156,-115.1574463,89106,5,3.0
24wnyPyir6-Bmv6zq7OXHg,0,36.1520108,-115.2437024,89146,20,3.0
hFT3HuxVZJb1uYEsYfp-0A,1,36.1597422739,-115.23273812,89146,75,5.0
hySFMXFqyb7rNuxS8koNrQ,1,36.00232,-115.20777,89141,34,2.0
ktJR5j14AH-Cc45J7jJ9nw,1,36.0574329,-115.1494979,89119,15,2.0
mKNzA_CjO3NXcCn9RphHiw,1,36.0808928,-115.119409,89119,10,3.5
HDvrgxInBOq6IQNBSo178w,0,36.0471607,-115.2433426,89113,51,3.5
ddplAthoA2pGLoSqhHpVkA,1,36.0208520614,-115.277389404,89178,28,2.0
e2ApirIzYID9xIye0r_gKQ,1,36.2710057,-115.2643925,89149,207,2.5
L-IyrAwnrg9A2yW7zPI_UA,1,36.2199362,-115.250465,89129,87,4.5
9i-yWC0t6NzcDmT1NMKilw,0,36.0161703,-115.1186951,89123,32,3.0
DiUgFZkt88xcDWG0OjjCaQ,1,36.0189708287,-115.117574464,89123,37,2.5
5WOE18ldtQ1U0MK5fN2HGQ,1,36.299397,-115.281123,89143,46,4.0
-YWr1wm_NaAlgEf9TZzsMQ,1,36.1526204,-115.207511,89102,101,2.0
l3oWxCf7Y-X-fgAxNVR7-A,1,36.099218,-115.226663,89103,8,2.5
GmGvbDABaGvcKe_jIDvq6w,1,36.1448252,-115.3141687,89117,98,3.5
xo1FxmxwWAXIVZ1MO222dg,1,36.0205126,-115.2661173,89113,160,3.5
r4KXghbUeo7mugAzinG9bA,0,36.0975350381,-115.297977976,89148,103,4.0
4Wou6LarHqefHP21qRu0Ag,1,35.9951511,-115.2068401,89141,136,1.5
URQQqvHvktnVJCMRE2S5Tg,1,36.239558,-115.114848,89030,25,3.5
uqo0qY32KN0wyzsB30hB5A,1,36.0591824,-115.1718023,89119,108,3.0
UVqqsfogFwG_llByAzUQQg,1,36.0844534623,-115.293973451,89148,102,4.0
R70Fs60Tp4rS6QjZjOrvZA,0,36.020108,-115.1167735,89123,6,2.5
QP2c6C_xk6nSiLgaVuq2hQ,0,36.1976942,-115.2470842,89128,3,1.5
ShUREGiU1IjHuPYq4jVvng,0,36.169148,-115.13865,89101,79,3.5
CIu7ybFJhERiWzugrkPb8g,0,36.1226902,-115.1701939,89109,9,4.0
n_o2DAmDBAZ-RjVDSY-5uQ,1,36.1195756555,-115.17219718,89109,441,4.0
L2W0QLXIIR5MEmhQwZk-iA,1,36.108458,-115.171203,89109,224,4.0
JrohSmutzhdJ5QGRMtaojg,1,36.1050207,-115.1735947,89109,9,3.0
k1l25o628GYC9BrnRzv1Tw,1,36.0718741,-115.2435188,89119,40,3.5
uuGlYAIvYAX1q1KhpY6dtA,0,36.1047801463,-115.17492681,89109,484,4.0
bSY97kgQpJ5BrpgW40V1qg,1,36.137041,-115.164611,89109,625,4.0
S1AxUjs0ekYsy-K8v2o3mA,1,36.0131,-115.134,89183,59,1.5
wo5r_5DGI0vSJTKBTxo5Bw,0,36.1964438,-115.2402759,89108,31,2.5
onC6LNdf3HIwjB6LqMjQxw,1,36.1951593434,-115.030075209,89156,12,3.5
OqWYJ_GYHnJFpple7dUBrQ,0,36.0184249035,-115.118069015,89123,4,4.0
ujOXP2aMdYbUl4qNJrLypg,0,36.1436259,-115.2632509,89117,11,2.5
rZwq4LBO0p9m9zJ2zSEKNQ,0,36.0987050926,-115.242483651,89118,200,4.0
8f5JVaK2mZCu9lct23dhtQ,1,36.1134297343,-115.307967626,89147,120,2.5
slx9qstc2U2Tc4s7dzbbBg,1,36.1230938,-115.2980657,89147,202,3.5
FqXwm6UpihHY7Ha-pr4y6Q,1,36.1147889,-115.2015722,89103,252,4.0
1SqLPgnZEVeVYDM-AuoFhg,1,36.166261,-115.205674,89107,603,4.0
_JbuDLG7SFEtiCVDT1M0CQ,1,36.1608501,-115.3334837,89135,212,4.0
DZwXQUa5KGUcJ0y4TO1pFQ,1,36.240299,-115.2499187,89129,94,3.0
Zlp8PGIssxgUMdaa2cksCA,1,36.1270624351,-115.19872874,89102,14,2.5
UhyDVz7npxKUl9BfMpfmBw,1,36.172543638,-115.195724331,89107,25,3.5
ku6NGJSMJ5RwKnHrzVBQcA,0,36.1441458642,-115.161897982,89102,28,3.5
Rs1P2TXhuieeVQCsmInh8A,1,36.2896365889,-115.287442821,89149,75,2.5
zWo2a6QPIuC-sSJURJ02Hw,0,36.1134879,-115.152279,89109,85,3.5
UdC4xRKTFQPOhkc6vPVwvA,1,36.1153986,-115.2626207,89147,10,3.5
4Azs1HUqi0Nk6s6xB_9jsQ,1,36.175747,-115.2917528,89145,94,3.0
6MpOzb5ImLdDXHsn4HwI-Q,0,36.163671152,-115.289294925,89145,153,4.0
1Fa_brd85F_-gXYP45GpsA,0,36.1607777,-115.2914104,89145,27,2.5
F4VS-6xnpDoNBRGPoLrtjA,0,36.0727196017,-115.243303548,89118,49,4.0
5n2dA_QqO4c_7pSK0Of6AQ,1,36.1378525,-115.0659472,89121,48,2.0
Nut3ob6m58of2curSbrFWQ,1,36.0410768958,-115.135493986,89123,30,3.5
zwmKWhyyV-zejEUbQzBtHw,0,36.1260924374,-115.218049066,89146,11,4.5
8wFiWvlfOVt1zvAvsoLw2g,1,36.130978,-115.115914,89169,6,3.0
MAxm3XjWfrtAOfWqjZ3CUg,1,36.1778864,-115.1787423,89106,12,5.0
rd8NXOBTsASiXriuooki_A,1,36.092147,-115.2085074,89118,58,2.5
3sXlZWM9B72_r-dYBIgmyg,1,36.1151032,-115.2616755,89117,26,2.5
lG759ODx7tj6wbS7rYip1g,1,36.041054,-115.170512,89123,231,4.0
awvm-GLlweg1HgjaR9ltRg,0,36.240045,-115.1945202,89032,4,3.5
_TpHX3oQ_ZXdYiDDhFA3YQ,0,36.017627,-115.1182839,89123,10,3.0
SzB85-8tmDEvoapZSDTBkQ,1,36.0928631,-115.2085074,89118,184,3.5
TIUd6XX7-hF6EPF2NowMsA,1,36.0412716,-115.1164682,89123,10,3.5
5aeR9KcboZmhDZlFscnYRA,0,36.08235,-115.243453,89118,103,3.5
KYEZATGRY5aD69ZR6VvyWQ,0,36.2718383376,-115.263279393,89149,30,3.5
MtHqRoJW81oJ0hzVieqsDQ,0,36.0243843,-115.172455,89123,5,3.0
OgIC-LEnB_zHZuzlZkvzIw,1,36.1720776,-115.1468298,89101,42,3.0
SlelFNxQz5PJbl6kkjI0OA,0,36.0151363,-115.1184733,89136,7,3.0
W-woRd49HjVBf7C3dIcNiw,1,35.60673,-115.387752,89109,16,2.5
lxM13Vq0WzbLVxq1Cl04zQ,1,36.0819322382,-115.147665797,89111,33,2.0
JEOGm7ja65QuWdxl0HJrGw,1,36.1945409,-115.1194774,89030,13,2.5
wZJOlSwUZcVQuLt9sZeV2A,1,36.0844285309,-115.294145396,89148,148,4.0
l5NUIeAo6Fk-Vx4nm3Xqfg,0,36.0977765,-115.2975877,89148,60,3.5
UB-xdWV_RpIQ9VfVB3WUTA,1,36.0957458,-115.2967171,89148,64,4.0
VfxlkvZQkLr9tu_w1SU_iw,1,36.177036524,-115.063882216,89110,143,3.0
9li2xKBUybR_7JGiCwo6Gg,1,36.1259335,-115.1352534,89169,30,3.5
DO5mQxiBOgHEznosjxvJXw,0,36.1247125821,-115.136171631,89169,151,4.0
61pecmfztHO2SLs-WRkwVg,0,36.1265291,-115.2132639,89146,84,3.0
VjLwITncAngZjGnOL0prCA,1,36.277731,-115.208373,89131,29,4.0
1M1A-s6BbnzK3eURw01rZQ,1,36.113966,-115.136829,89119,65,3.5
DzKl51tivGJMLiNsQqf38w,1,36.018286,-115.1179043,89123,957,4.0
plwa-yW-uQaJ7fiIAotOWg,1,36.1834521121,-115.309832449,89114,84,4.0
h_NnD6TPuhIFy2ZdqOlUgQ,1,36.0864569,-115.2437024,89118,24,4.5
gJd1jOcl5FdqY020Q19n6Q,0,36.159147,-115.152728,89104,339,3.5
oE6gKgUfMd74m77d6hG9qg,1,36.1438917,-115.0641604,89142,115,4.0
B19KKE75ZxqoR3EDuvA1qw,1,36.1586341,-115.2030893,89102,76,2.5
BM7Q7WHJWqNfyEzq0k4mdw,1,36.1262656695,-115.189169688,89102,15,2.5
RU3PsG2y_eGBFi_8jDqyQA,1,36.1956386252,-115.06365629,89115,46,3.5
BFZ4mqQ3hRKxzbdOU2Nrqw,0,36.1214322,-115.1445783,89169,29,4.0
9gXhs9peDtrjWGdUlytYog,0,36.2576752,-115.2304131,89130,37,2.5
UpnKwbOmB1Navg3WareTZA,0,36.218691,-115.242913,89108,7,2.5
DbEszO3wk1xVmN3pCPob2g,1,36.159706,-115.245078,89145,974,4.5
YkOCo5ipV2he2WXIAlZb-A,1,36.0780826,-115.2421567,89118,337,4.5
iNKMTWEZ-uuXzCbPsAv-kQ,1,36.0628768403,-115.045627851,89014,281,4.0
1UvrUFk3BXAmueL1KQaKPQ,1,36.0540033472,-115.278604863,89113,70,3.5
LJt-NO2FhvQxTmBoaaLhTg,1,36.1593423,-115.2881572,89117,227,3.0
7EZ4Eu7YJ1ltRCC5jXFJrQ,1,36.124829,-115.171991,89109,748,2.5
NmOBomyz63TP9Nn2q4Z1rg,0,36.1046486,-115.1727668,89109,464,4.0
HnbkGxUs7oWKYDeB-Pk82Q,1,36.1234783899,-115.168578008,89109,389,3.5
FfHpj1QcW510pA3CS354xw,1,36.1239135738,-115.171517821,89109,249,2.5
-Ylpy3VyRWwubf9dysuwjQ,1,36.1173432,-115.1763623,89109,637,3.5
KMxrk1YDlj_qFI1JXK4zRg,1,36.1148648556,-115.209039822,89103,53,2.0
BHIIG8miKQo3s7bodp2ICA,1,36.2768608473,-115.20624496,89131,12,2.0
VR2LTEsJByan97fcYRkl5w,1,36.1721979927,-115.115679192,89101,28,3.0
pgvv3Fi0HiD0ateqLcqyZQ,0,36.211716,-115.2983292,89134,23,4.0
EPKg3b0BK20-VKmzrP2W-A,1,36.115025,-115.1658493,89109,55,3.5
MvLpD44gr5OwDFYY59winQ,0,36.1137792,-115.1524787,89169,9,4.0
nMaIIKEAW2cTEWbEyeFyXQ,1,36.089771,-115.297907,89148,384,4.5
W-YhRJOSezqESSas-oLArw,0,36.090754,-115.1766701,89119,224,2.5
_-3aZXuecjOSjramI1IBkA,1,36.1240748,-115.1536669,89169,4,4.0
SgSVJWgMwFteYyz4OlHu9Q,1,36.1422543574,-115.279423278,89117,277,4.5
